,RegionID,RegionName,StateName,SizeRank,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09
3,270958,Upper West Side,New York,4,6.0,7.0,7.0,6.0,8.0,6.0,8.0,6.0,6.0,4.0,12.0,5.0,3.0,8.0,10.0,5.0,10.0,7.0,9.0,2.0,6.0,3.0,4.0,6.0,5.0,3.0,8.0,3.0,13.0,0.0,5.0,11.0,5.0,7.0,6.0,10.0,5.0,8.0,3.0,10.0,4.0,2.0,7.0,2.0,8.0,6.0,6.0,7,5,3.0,15.0,6.0,5.0,3.0,9.0,10.0,10.0,5.0,8.0,5.0
5,270957,Upper East Side,New York,6,13.0,9.0,12.0,11.0,15.0,16.0,13.0,18.0,7.0,10.0,11.0,11.0,8.0,14.0,9.0,12.0,7.0,11.0,3.0,8.0,9.0,6.0,10.0,17.0,13.0,8.0,8.0,10.0,10.0,14.0,10.0,8.0,9.0,11.0,7.0,5.0,8.0,6.0,10.0,4.0,13.0,8.0,7.0,8.0,11.0,10.0,6.0,6,5,7.0,7.0,3.0,7.0,7.0,10.0,15.0,9.0,3.0,15.0,7.0
9,194430,East New York,New York,10,9.0,12.0,8.0,8.0,9.0,4.0,3.0,11.0,5.0,7.0,9.0,8.0,9.0,9.0,9.0,10.0,9.0,8.0,8.0,7.0,7.0,4.0,9.0,7.0,6.0,8.0,6.0,7.0,6.0,5.0,10.0,6.0,10.0,6.0,7.0,9.0,4.0,7.0,6.0,3.0,3.0,5.0,3.0,2.0,8.0,7.0,5.0,6,10,9.0,5.0,3.0,5.0,3.0,11.0,,,,,
13,272816,Astoria,New York,14,7.0,7.0,8.0,9.0,2.0,5.0,7.0,8.0,8.0,4.0,4.0,7.0,12.0,4.0,7.0,9.0,8.0,3.0,6.0,4.0,6.0,6.0,4.0,5.0,1.0,6.0,7.0,5.0,4.0,3.0,5.0,4.0,8.0,6.0,2.0,5.0,3.0,4.0,7.0,6.0,2.0,4.0,2.0,7.0,3.0,7.0,2.0,3,7,6.0,5.0,6.0,7.0,2.0,4.0,7.0,5.0,3.0,5.0,3.0
15,199001,Williamsburg,New York,16,6.0,6.0,3.0,8.0,3.0,8.0,6.0,9.0,3.0,3.0,2.0,6.0,1.0,3.0,2.0,7.0,4.0,11.0,5.0,6.0,3.0,4.0,4.0,1.0,3.0,0.0,2.0,1.0,11.0,5.0,8.0,1.0,5.0,8.0,5.0,4.0,0.0,4.0,1.0,7.0,2.0,7.0,3.0,2.0,3.0,4.0,9.0,6,3,1.0,1.0,3.0,3.0,1.0,2.0,5.0,,,,
21,403222,Crown Heights,New York,22,4.0,1.0,5.0,1.0,0.0,1.0,0.0,2.0,6.0,1.0,10.0,4.0,5.0,1.0,5.0,0.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,4.0,1.0,3.0,3.0,1.0,1.0,3.0,6.0,4,2,2.0,2.0,2.0,2.0,,,,,,,
22,25294,Jamaica,New York,23,14.0,25.0,22.0,15.0,15.0,28.0,23.0,25.0,12.0,16.0,23.0,23.0,14.0,15.0,24.0,14.0,15.0,12.0,18.0,14.0,29.0,19.0,12.0,16.0,21.0,18.0,22.0,17.0,15.0,16.0,15.0,19.0,22.0,18.0,19.0,23.0,16.0,17.0,27.0,17.0,18.0,14.0,19.0,18.0,18.0,13.0,30.0,30,14,19.0,23.0,20.0,24.0,23.0,16.0,17.0,10.0,24.0,16.0,14.0
23,195267,Harlem,New York,24,12.0,7.0,18.0,9.0,13.0,9.0,7.0,8.0,9.0,10.0,13.0,7.0,6.0,8.0,5.0,7.0,4.0,10.0,6.0,1.0,11.0,3.0,7.0,13.0,5.0,4.0,5.0,2.0,2.0,4.0,2.0,6.0,9.0,9.0,10.0,5.0,3.0,3.0,4.0,4.0,4.0,1.0,7.0,6.0,2.0,4.0,9.0,2,8,0.0,1.0,4.0,4.0,6.0,9.0,5.0,6.0,1.0,3.0,
25,270828,East Harlem,New York,26,6.0,1.0,0.0,7.0,0.0,5.0,4.0,0.0,4.0,2.0,1.0,2.0,0.0,7.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,5.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,3.0,2.0,4.0,2.0,0.0,2.0,2,2,0.0,2.0,0.0,2.0,1.0,1.0,,,,,
30,193587,Bushwick,New York,31,0.0,1.0,2.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,
35,193406,Borough Park,New York,36,1.0,0.0,0.0,1.0,3.0,2.0,1.0,4.0,3.0,3.0,0.0,2.0,1.0,2.0,0.0,5.0,5.0,1.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,7.0,0.0,4.0,2.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,0,0,1.0,0.0,1.0,1.0,,,,,,,
43,343217,South Bronx,New York,44,2.0,4.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,4.0,2.0,3.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,5.0,0.0,2.0,4.0,2.0,1,1,1.0,2.0,2.0,3.0,,,,,,,
44,343205,Soundview,New York,45,4.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,2.0,4.0,3.0,2.0,3.0,4.0,7.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0,0.0,1.0,2.0,7.0,3.0,3.0,2.0,2.0,0.0,0.0,2.0,4.0,8.0,4.0,6.0,7.0,5.0,3.0,3.0,5.0,1.0,6.0,3.0,4.0,3.0,9,2,6.0,5.0,2.0,6.0,5.0,3.0,3.0,3.0,3.0,7.0,2.0
48,193640,Canarsie,New York,49,7.0,5.0,3.0,2.0,3.0,4.0,5.0,2.0,1.0,5.0,2.0,2.0,4.0,3.0,4.0,3.0,5.0,1.0,5.0,1.0,5.0,3.0,7.0,5.0,5.0,6.0,1.0,6.0,5.0,5.0,3.0,4.0,8.0,3.0,2.0,4.0,5.0,4.0,7.0,11.0,3.0,8.0,5.0,5.0,7.0,6.0,4.0,0,7,8.0,4.0,8.0,1.0,7.0,1.0,5.0,4.0,5.0,4.0,
55,270875,Lower East Side,New York,56,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.0,0.0,1.0,0.0,,,,,,,
59,18131,Flushing,New York,60,21.0,19.0,27.0,17.0,25.0,32.0,20.0,18.0,20.0,12.0,21.0,26.0,51.0,31.0,20.0,24.0,33.0,21.0,19.0,28.0,27.0,29.0,22.0,18.0,37.0,16.0,23.0,17.0,13.0,20.0,19.0,14.0,16.0,18.0,23.0,15.0,13.0,20.0,18.0,17.0,11.0,15.0,21.0,15.0,17.0,16.0,16.0,21,15,14.0,16.0,17.0,13.0,7.0,19.0,22.0,21.0,17.0,15.0,11.0
61,27182,South Ozone Park,New York,62,5.0,6.0,5.0,8.0,3.0,7.0,6.0,4.0,3.0,6.0,5.0,3.0,5.0,1.0,7.0,7.0,9.0,3.0,5.0,3.0,7.0,5.0,6.0,11.0,11.0,2.0,5.0,4.0,6.0,1.0,1.0,5.0,5.0,10.0,7.0,9.0,4.0,4.0,7.0,5.0,3.0,6.0,4.0,4.0,3.0,5.0,7.0,4,8,3.0,6.0,2.0,4.0,6.0,4.0,7.0,5.0,6.0,5.0,3.0
80,18071,Far Rockaway,New York,81,3.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,7.0,2.0,4.0,3.0,5.0,2.0,3.0,1.0,4.0,6.0,3.0,3.0,2.0,8.0,2.0,2.0,3.0,4.0,4.0,10.0,7.0,2.0,4.0,4.0,3.0,3.0,4.0,6.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,3,5,0.0,5.0,6.0,3.0,3.0,4.0,5.0,8.0,2.0,4.0,4.0
85,275173,Ridgewood,New York,86,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
88,270829,East Village,New York,89,1.0,2.0,3.0,3.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,6.0,2.0,3.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,1,0,1.0,1.0,2.0,2.0,,,,,,,
106,26352,Ozone Park,New York,107,8.0,4.0,1.0,3.0,4.0,1.0,4.0,4.0,2.0,2.0,1.0,0.0,1.0,4.0,4.0,1.0,3.0,3.0,4.0,3.0,4.0,0.0,0.0,2.0,3.0,0.0,2.0,2.0,1.0,2.0,4.0,0.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,0.0,1.0,6.0,8.0,4.0,0.0,2.0,1.0,3,2,0.0,4.0,2.0,4.0,4.0,6.0,1.0,0.0,1.0,3.0,2.0
110,276128,Richmond Hill,New York,111,4.0,3.0,7.0,2.0,5.0,3.0,2.0,3.0,3.0,3.0,9.0,4.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,4.0,1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,5.0,2.0,5.0,4.0,0.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,7.0,2.0,2,2,0.0,2.0,3.0,6.0,5.0,2.0,,,,,
112,193526,Brownsville,New York,113,1.0,0.0,1.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,3.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,2.0,1.0,2.0,1.0,3.0,0.0,2.0,1.0,0.0,3,3,0.0,3.0,2.0,1.0,1.0,2.0,0.0,4.0,,,
115,273860,Gramercy,New York,116,3.0,1.0,1.0,2.0,3.0,5.0,2.0,5.0,2.0,2.0,4.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0,1,0.0,1.0,2.0,0.0,1.0,,,,,,
118,343215,Tremont,New York,119,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,3,2,3.0,2.0,0.0,1.0,,,,,,,
135,275115,Queens Village,New York,136,8.0,8.0,7.0,10.0,7.0,5.0,8.0,8.0,9.0,0.0,4.0,7.0,4.0,1.0,4.0,7.0,9.0,7.0,3.0,10.0,3.0,10.0,7.0,8.0,7.0,4.0,11.0,6.0,8.0,6.0,7.0,3.0,3.0,5.0,5.0,6.0,4.0,3.0,4.0,4.0,5.0,7.0,6.0,14.0,6.0,4.0,8.0,9,5,7.0,4.0,8.0,5.0,7.0,3.0,5.0,4.0,5.0,5.0,6.0
139,343204,Mott Haven,New York,140,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,2.0,1.0,,,,,
142,5837,Maspeth,New York,143,4.0,2.0,3.0,4.0,3.0,1.0,3.0,5.0,1.0,2.0,1.0,2.0,5.0,3.0,3.0,2.0,2.0,7.0,1.0,3.0,0.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,3.0,4.0,5.0,5.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,3.0,4.0,2.0,3,2,1.0,1.0,1.0,2.0,3.0,1.0,,,,,
155,270850,Hamilton Heights,New York,156,3.0,5.0,2.0,3.0,4.0,1.0,6.0,2.0,4.0,1.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,3.0,5.0,1.0,1.0,4.0,2.0,1.0,1.0,4.0,2.0,1.0,0.0,1.0,4.0,3.0,2.0,1.0,1.0,0.0,4.0,0.0,5.0,3.0,8.0,2.0,2.0,4.0,0.0,2,1,2.0,1.0,3.0,3.0,3.0,3.0,2.0,,,,
168,276254,Chelsea,New York,169,9.0,5.0,16.0,5.0,3.0,14.0,11.0,15.0,0.0,4.0,4.0,11.0,18.0,0.0,5.0,10.0,18.0,13.0,7.0,10.0,8.0,15.0,8.0,15.0,1.0,9.0,16.0,6.0,3.0,16.0,36.0,1.0,1.0,1.0,2.0,17.0,13.0,4.0,25.0,19.0,18.0,6.0,2.0,1.0,4.0,1.0,4.0,18,47,15.0,12.0,17.0,5.0,5.0,1.0,2.0,9.0,4.0,2.0,1.0
169,343214,Fordham,New York,170,1.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,3,2,3.0,0.0,1.0,1.0,0.0,,,,,,
181,193974,Coney Island,New York,182,8.0,1.0,6.0,5.0,5.0,13.0,6.0,4.0,6.0,5.0,4.0,8.0,5.0,5.0,11.0,4.0,5.0,7.0,2.0,5.0,6.0,2.0,6.0,7.0,4.0,6.0,4.0,1.0,8.0,1.0,5.0,10.0,1.0,6.0,6.0,2.0,3.0,5.0,3.0,4.0,5.0,4.0,2.0,2.0,5.0,3.0,1.0,4,5,4.0,7.0,4.0,6.0,,,,,,,
202,343216,Morris Heights,New York,203,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
203,403210,Melrose,New York,204,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,4.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,4,3,2.0,1.0,1.0,4.0,3.0,,,,,,
205,343211,Parkchester,New York,206,25.0,17.0,16.0,9.0,13.0,12.0,16.0,15.0,15.0,24.0,14.0,10.0,38.0,20.0,18.0,18.0,17.0,17.0,14.0,13.0,24.0,24.0,30.0,15.0,19.0,14.0,21.0,27.0,25.0,21.0,27.0,30.0,43.0,28.0,29.0,20.0,27.0,17.0,29.0,19.0,12.0,22.0,30.0,34.0,31.0,28.0,31.0,26,29,32.0,27.0,26.0,31.0,27.0,28.0,32.0,37.0,43.0,49.0,36.0
207,195576,Inwood,New York,208,4.0,3.0,4.0,5.0,0.0,2.0,6.0,2.0,1.0,3.0,5.0,3.0,4.0,9.0,5.0,4.0,2.0,0.0,4.0,0.0,1.0,9.0,4.0,1.0,0.0,3.0,1.0,2.0,0.0,3.0,3.0,4.0,2.0,1.0,1.0,10.0,0.0,1.0,2.0,2.0,0.0,2.0,3.0,1.0,1.0,0.0,2.0,2,1,0.0,1.0,5.0,2.0,3.0,,,,,,
209,403211,Longwood,New York,210,0.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0,3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,
212,49994,Woodhaven,New York,213,3.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0,4.0,0,1,1.0,2.0,0.0,1.0,,,,,,,
220,343208,High Bridge,New York,221,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,0.0,1,3,0.0,2.0,2.0,6.0,3.0,4.0,,,,,
222,403213,Norwood,New York,223,4.0,0.0,3.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,6.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,0,2,1.0,5.0,3.0,2.0,,,,,,,
225,270891,Morningside Heights,New York,226,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,0.0,3.0,1.0,2.0,2.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,3,2.0,0.0,1.0,1.0,,,,,,,
232,273766,Fort Greene,New York,233,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,3.0,1.0,4.0,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0,2,0.0,0.0,0.0,0.0,2.0,1.0,,,,,
245,270819,Co-op City,New York,246,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,,,,,,
249,343225,Wakefield,New York,250,2.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,2.0,0.0,3.0,3.0,1.0,3.0,4.0,0.0,0.0,1.0,4.0,2.0,0.0,4.0,7.0,3,2,3.0,1.0,2.0,1.0,,,,,,,
251,194318,Dyker Heights,New York,252,3.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0,1,0.0,1.0,2.0,2.0,1.0,,,,,,
256,275552,St. Albans,New York,257,5.0,6.0,11.0,7.0,2.0,7.0,7.0,9.0,5.0,6.0,5.0,6.0,12.0,5.0,7.0,7.0,4.0,4.0,6.0,6.0,6.0,4.0,4.0,9.0,7.0,1.0,7.0,4.0,4.0,3.0,6.0,10.0,3.0,12.0,7.0,6.0,2.0,6.0,6.0,6.0,7.0,16.0,8.0,7.0,13.0,7.0,6.0,6,3,7.0,4.0,8.0,3.0,12.0,6.0,6.0,10.0,8.0,5.0,5.0
257,25160,Hollis,New York,258,3.0,2.0,9.0,5.0,8.0,2.0,1.0,4.0,8.0,4.0,1.0,2.0,2.0,3.0,6.0,5.0,5.0,9.0,9.0,5.0,10.0,4.0,2.0,2.0,6.0,4.0,7.0,3.0,7.0,4.0,6.0,2.0,6.0,2.0,3.0,7.0,9.0,5.0,1.0,3.0,4.0,3.0,8.0,3.0,7.0,9.0,6.0,6,5,9.0,7.0,4.0,5.0,4.0,4.0,4.0,3.0,6.0,6.0,4.0
262,343210,Throggs Neck,New York,263,4.0,4.0,6.0,4.0,2.0,1.0,4.0,5.0,4.0,1.0,1.0,4.0,3.0,5.0,11.0,4.0,4.0,2.0,4.0,7.0,6.0,5.0,1.0,6.0,4.0,3.0,2.0,7.0,2.0,2.0,5.0,5.0,8.0,4.0,5.0,5.0,5.0,3.0,9.0,6.0,3.0,5.0,7.0,4.0,8.0,6.0,2.0,3,8,4.0,4.0,10.0,7.0,7.0,6.0,5.0,9.0,5.0,7.0,2.0
279,194474,East Tremont,New York,280,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,2.0,1.0,3.0,0.0,1.0,2.0,3.0,3.0,1.0,2.0,0.0,0.0,2.0,6.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,3.0,2,8,3.0,5.0,4.0,2.0,3.0,3.0,1.0,,,,
291,270848,Greenpoint,New York,292,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,403110,Rochdale,New York,297,2.0,2.0,3.0,3.0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,5.0,1.0,6.0,3.0,2.0,4.0,0.0,2.0,3.0,2.0,0.0,1.0,3.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,5.0,2.0,3.0,3.0,3.0,1.0,3.0,4.0,0.0,3.0,0.0,5.0,2.0,2.0,5,2,3.0,4.0,3.0,1.0,,,,,,,
298,276345,Glendale,New York,299,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,1.0,1.0,,,,,,
